id,name,score,publisher,developer,follow,order,topic,review,install,recommend
64776,UAE Girl Rescue Game Kavi - 255,,Kavi Games,,2,,,,,
64777,Yak Escape Game Best Escape Game 232,,Best Escape Game,,2,,,,,
64778,逃离万圣节旅馆,9.1,あそびごころ。,,272,,,8,,
64779,Rummikub,,Kinkajoo,,202,,,1,,
64780,幸存者,,北京六趣网络科技有限公司,,626,,1,5,,
64781,Jump! Cyclop,8.2,Sandwich,,84,,1,12,,
64783,热血江湖传-经典修仙情缘动作游戏,,best game,,7,,,2,,
64788,三国 - 三国策略回合手游,,Zhou Jie,,21,,,,,
64792,太极剑客-水墨国风武侠动作手游,,Taomei Ma,,98,,1,3,,
64798,暴走骑士-挑战怪物之城,,LeLe Wang,,48,,,1,,
64799,Dunk Hit,,Voodoo,,100,,,3,,
64801,June's Journey: Hidden Objects,,wooga gmbh,,11,,,,,
64802,"Guns, Cars and Zombies!",,DENALI GAMES LLC,,9,,,,,
64803,No Brakes io,,Totebo Ltd,,70,,1,2,,
64805,WordWhizzle Connect,,Apprope AB,,1,,,,,
64806,REKT!,,Little Chicken Game Company B.V.,,51,,1,,,
64807,Dirt Trackin Sprint Cars,,"BENNETT RACING SIMULATIONS, LLC",,2,,,,,
64808,Domino World AR,,Schell Games LLC,,15,,,,,
64810,Escape Game: Halloween,,Asahi Hirata,,21,,1,1,,
64811,脱出ゲーム 魔法使いの家から脱出,,"ACTKEY CO., LTD.",,4,,,,,
64812,ホウチHERO - 放置系RPG,,Zhang Yue,,26,,,,,
64813,逃脱游戏 : 火花烟花,,Jun Wakabayashi,,10,,,1,,
64815,逃避游戏秘密基地,,Tomoya Tsuruta,,2,,,,,
64816,爱丽丝梦游仙境. 擴增實境(AR). 冒险,8.1,"AVATARIKO, OOO",,446,,,9,,
64817,脱出ゲーム 名探偵ひよこ２ - 別荘編,,Tatsuhiro Yamashita,,1,,,,,
64818,てさぐれ！ゲームもの,,Media.Vision Inc.,,9,,,1,,
64819,ゆるゆる劇場クラシック,,KAERUPANDA INC.,,3,,,,,
64820,貧は僕らの福の神,9.5,"HUBLOTS CO., Ltd",,110,,,15,,
64821,Banana Bunch,,1Button SARL,,28,,,2,,
64822,MELOBEAT - MP3 Rhythm Game,9.9,Float32 Inc,,2519,,,55,,
64823,MELOTUBE - YouTube Rhythm Game,9.4,Float32 Inc,,7378,,4,230,,
64824,Color Twins,,"Nanovation, LLC",,3,,,,,
64826,THERE IS NO GAME,,CLOUD FLAME COMPANY LIMITED,,118,,,6,,
64827,Phantom Rift,,Foursaken Media,,4,,,1,,
64830,雷电战机(雷霆版)-飞机游戏大战,,wu zheyu,,37,,,1,,
64831,悟空蹦蹦跳,,"Ameng Co.,Ltd.",,66,,,5,,
64832,九州天空城3D-傾情飛行尋愛手遊,,szn interaction entertainment limited,,49,,,,,
64834,AFL: Gold Edition,,Home Entertainment Suppliers Pty Ltd,,,,,,,
64835,Asteroids Attack Pro,,Sergio Licea,,,,,,,
64837,挂机不累三国：卡牌挂机放置类手游,,Jing li,,38,,,1,,
64844,3分钟脑锻炼?记忆力篇?【星星记忆】,,DAI WEIJIE,,14,,,,,
64846,噬神者：共鸣作战,9.1,BANDAI NAMCO Entertainment Inc.,,41257,,91,255,,
64849,Off Road Crash Car Driving,,Timuz games,,39,,,1,,
64851,Save Stallions Hoof,,Games2Jolly,,3,,,,,
64852,果冻快跑,9.2,Ketchapp,,6436,,3,19,,
64855,益智游戏：荧光块1010拼图游戏,,DzT. Match 3,,129,,,,,
64857,声之寄托SP,9.7,扑家工作室,opti,28005,,85,356,,
64858,果冻快跑,9.2,Ketchapp,,6436,,3,19,,
64859,天使小镇3- 独立游戏 单机休闲养成手游,,Crab Soft,,63,,1,,,
64860,Drift Mania Championship 2,,"Maple Media Holdings, LLC",,4,,,,,
64861,Galax Rider,,Noah Dean,,2,,,,,
64863,大唐女帝传,,Yasmin Fizar,,5,,,,,
64864,围棋—天天单机版对战策略小游戏,,"Wuhan Dobest Information Technology Co,  Ltd.",,152,,,2,,
64866,群英三国志手游：我的热血卡牌策略游戏,,Ying Sun,,3,,,,,
64868,隋唐无双 - 天天神魔大乱斗,,Wenxia Wei,,4,,,1,,
64870,FLAME VERSUS BLAZE,,SQUARE ENIX INC,,8,,,,,
64873,忍者传：服部半藏,,Sanying Li,,100,,,5,,
64874,Offroad Pickup Truck S,,Oppana Games,,1004,,1,2,,
64875,街机达人:天天爬楼梯,,"Ameng Co.,Ltd.",,11,,,,,
64876,Escape Games Day-754,,Mirchi Escape Games,,,,,,,
64881,Jelly Crush,,Blossom Flower Match 3,,4,,,,,
64883,3分钟脑锻炼?记忆力篇?【星星记忆】,,DAIWEIJIE,,275,,,3,,
64884,Love & Diaries : Duncan - Romance Interactive,,Tictales,,44,,,,,
64885,不可能的自行车攻击：警察城市警察追逐,,Funny Play Games,,138,,,1,,
64886,ひらけードア！ - タップゲーム&放置ゲーム&お店経営の新感覚RPG,,xoalive,,15,,,,,
64888,奥兹国的梦境宝石,,BIG WIN Studio,,5,,,,,
64892,扫雷 - 单机益智小游戏,9.9,wenshuo qie,,600,,,17,,
64893,纸牌接龙 - 经典空档接龙扑克纸牌游戏,,Hongyan Zhan,,24,,,,,
64896,森林冰火人: Online,,Metin Yucel,,207,,,9,,
64898,浮世を越えてゆけ！,,PALPLAY,,24,,,1,,
64899,3D脱出ゲーム～ミニルームス～,,"KeyCreation Co.,Ltd.",,6,,,,,
64900,拼图 - 壁炉,,Appilo-Mob,,52,,,1,,
64901,Linear Quest Hardcore,,LL Group Oy,,50,,,2,,
64904,饼干粉碎搭配,,BIG WIN Studio,,8,,,,,
64905,丰收水果花园,,BIG WIN Studio,,13,,,,,
64906,美味曲奇-消消游戏,,Yunbu Game,,20,,,,,
64907,美味水果,,Gamoper,,5,,,,,
64909,公主魔法化妆沙龙－时尚芭比娃娃化妆女生游戏,,liu xian,,155,,,8,,
64914,Injured Girl Rescue,,Games2Jolly,,10,,,,,
64915,块状白宫先生驾驶,,Awesome Kids Games,,34,,,,,
64916,勇气的召唤2：二战前线突击队,8.6,DGStudios,,2958,26,2,20,,
64918,FUT 18 Pack Opener by DevCro,,DevCro,,342,,,,,
64919,Ghostsweeper - Haunted Halloween,,Genix Lab,,2,,,,,
64920,太空先锋,7.6,Vivid Games S.A.,,45745,,45,184,,yes
64921,英魂外传,6,果果游戏,,3219,,25,111,,
64922,SanGuoPlace,8.7,霸王龙,,149,1,2,4,,
64923,Death Blade Fight,,Gatling,,25,,,,,
64928,RetroStar? 3D Space Combat!,,SinisterSoft Limited,,1,,,,,
64929,物理画线,5.4,多玩星辰游戏,tinygame,806778,,548,3454,,
64931,GREEN ARMY MEN - BUG SOLDIERS,,Jack Mathias,,5,,,1,,
64932,Project Aurora,9.8,Crowd Control Productions,,,14095,38,283,,
64933,口袋医院CN,8.4,"Benjie Network Technology Co., Ltd",,48763,,147,534,,
64935,? Sisters PJ Party - Amazing Sleepover ?,,Sevelina,,51,,,,,
64936,Soulless - Ray of Hope,,Meridian4,,329,,,2,,
64937,脸黑先生 (CHUCHEL)US,9.9,Amanita Design,,,10427,25,88,,yes
64938,Cytoid,,Man To Tang,,22,,,1,,
64939,梦魇！,,Trashbucket,,44,,,3,,
64940,Cytoid: A Community Music Game,9.2,Tiger Tang,,3438,,10,51,,
64941,守卫者王国,6.8,深圳市创梦天地科技有限公司,"Phoenix One Games, Inc.",,5772,65,234,,
64942,六道轮回,6.6,新天互娱（北京）科技有限公司,四川天上友嘉网络科技有限公司,432,,18,21,,
64943,瑭灵纪元（测试服）,6.7,深圳市探娱互动科学文化有限公司,,17136,,119,331,,
64944,Smash Up - The Card Game,9.5,Nomad Games Ltd.,,,310,1,9,,
64945,三竹里,9,腾讯,NEXT Studio,20885,,18,149,,yes
64946,幸运赛车-谁是幸运的赛车玩家？,,xioayue liu,,10,,,1,,
64948,北京赛车计划版-休闲赛车,,Jingguo Lin,,20,,,3,,
64950,西游降魔传-经典回合制卡牌手游,,jia gao,,11,,,,,
64951,おばけハント,,"BIGBANG, Incorporated",,,,,,,
64953,小小大战争 2,9.5,Rubicon Development,,1011,,,18,,
64955,邪恶古堡（试玩版）,9.6,[adult swim] games,,435,,2,13,,
64959,TakeOver,,Bill YoungDi,,15,,,,,
64964,王国的怒号-休闲挂机王国冒险手游！,,Jigang Sun,,16,,,1,,
64966,Cute Princess Rescue 2 Game Best Escape Game 233,,Best Escape Game,,2,,,,,
64969,龙戒之战-3D魔幻策略卡牌,,tingting liu,,7,,1,2,,
64971,火车模拟器2017 - 欧元铁路轨道驾驶,,3BeesStudio,,1246,,,7,,
64972,Domino Blast,,Blast 2 Fun Games,,3,,,,,
64973,勇者联盟,8.5,广州四三九九信息科技有限公司,第艺工作室,,5236,17,126,,
64974,Underhand,9.4,Spoopy Squad,,3838,,27,70,,
64977,Flippy Discs - A Multiplayer Othello Game,,Brian Lundgren,,1,,,,,
64981,Treasure Seekers 3: Follow the Ghosts (Full),,G5 Entertainment AB,,6,,,,,
64982,Bloody Wheels 2: Blood and Glory,,Konan04 Inc.,,290,,,1,,
64983,Keeper of Circle,,Serdar Ersoz,,2,,,,,
64984,R-CUBE,,Wataru Nakano,,,,,,,
64985,Player Piano,,"Better Day Wireless, Inc.",,,,,,,
64986,Rescue My Puppy 2 Game Kavi - 256,,Kavi Games,,1,,,,,
64987,Timepiece Ensemble スマホ版,,alliance,,53,,,2,,
64988,アルカディア (OBT),,Koramgame,,136,,,4,,
64990,巫师钻石三消,,BIG WIN Studio,,19,,,,,
64991,城市 公共汽车 停車處 自由 SIM 3D,,LagFly,,104,,,1,,
64992,FUT 18 PACK OPENER by PacyBits,,PacyBits,,1549,,1,,,
64993,平衡积木,8.8,Digital Melody,,2291,,5,14,,
64994,Metro Bus Sim 2017,,spiritapps,,120,,1,1,,
64995,农场梦： 哈利巫师城的一个幸福神秘日,,foranj,,348,,,2,,
65001,猫岛日记,8.7,株式会社in Motion,,630,,3,21,,
65002,Hidden Object - Salem Secrets,,Beautiful Hidden Objects Games by Difference Games,,3,,,,,
65005,无限空间,9.3,Lonebot,,3285,,11,23,,
65006,Fruit Paradise Mania - Merry Christmas,,GamePuzzle,,8,,,,,
65007,泡泡大战,,appgo,,70,,,2,,
65008,MANDAGON,9.7,Blind Sky Studios,,121,,,7,,
65009,Escape Game unReal:origin,,Factorty.112,,8,,,,,
65010,中国象棋 - 象棋大师,,Dat Viet Entertainment,,106,,,1,,
65012,Ballz aa-Infinite slides ballz,,雷灵网络,,67,,,1,,
65014,Taichi Panda 3: Dragon Hunter,5.6,Snail Games USA Inc,,3489,,3,6,,
65015,越狱脱逃,8.6,"Xenlon co.,ltd.",,240,,,6,,
65017,Neko Sushi,10,1N1,,444,,6,9,,
65020,Button & Box,10,StoneUS 工作室,,140,,,6,,
65021,地城争霸DungeonCraft,7.9,重庆业羽网络科技有限公司,,1506,427,11,28,,
65022,九阴九阳,5.2,上海羽厚亦网络科技有限公司,,222,,4,7,,
65023,九州荣耀,7.2,深圳中青宝互动网络股份有限公司,,2489,1707,72,60,2446,
65025,Survival Block,,Viaan Industries Limited,,28,,,,,
65026,不笑的少女与异形的马戏团US,9.3,SEEC inc.,,527,,,8,,
65027,翻滚游侠,7.8,Hamba Studio,,1420,,,11,,
65030,奇异狼人杀,4.8,北京爱奇艺科技有限公司,,492,,1,8,,
65031,Calling Shimmer Shine ??,,Storica,,3,,,1,,
65032,Runaround,,HeroCraft Ltd.,,74,,,3,,
65033,过敏的鲍勃,7.5,SIEIDI Ltd,,3865,79,4,24,,
65035,卡利的洞穴4,9.9,Jordan Pearson,,,652,1,14,,
65036,生化僵尸,3.3,RunGame工作室,,,513,1,14,,
65037,钻头 VS 块,,Digital Frog,,36,,,,,
65038,Dolphy Dash: Ocean Adventure,,Orbital Knight,,28,,,,,
65039,Hellrider Arena,,Pride games Studio,,12,,,1,,
65041,Zombie Evolution - Halloween Zombie Making Game,,Tapps Games,,234,,,1,,
65042,Drift Fanatics Sports Car Drifting Race,,Profi-Soft Games,,246,,,,,
65043,Royal Aces,,Beetroot Lab Games,,10,,,,,
65044,Descender,,Sean Duffy,,4,,,,,
65047,嘻哈打砖块,,集智创研,,30,,,,,
65048,阳阳魔法学院,,小亚登信息科技（上海）有限公司,,136,,1,2,,
65050,萌兽军团,6.9,吉时工作室,,800,14,4,21,,
65052,极品大将军,6.2,金禾工作室,,484,4,,28,,
65053,兵者传奇,9.3,上海冰轩网络科技有限公司,,734,,7,14,,
65054,雄據三國,,6waves,,126,,1,2,,
65055,甜甜消除 ：三消休閒益智遊戲,,SUPERBOX.INC,,64,,,1,,
65056,Draft Rivals: Fantasy Football,,1UP Mobile Inc,,1,,,,,
65057,逃脱游戏 秋天,8.6,nicolet.jp,,71,,,6,,
65058,Escape from the large room during training camp.,,Ablues,,13,,,,,
65059,魔大陆的佣兵王,,Team 犬も歩けば,,263,,,2,,
65060,农业 模拟器 游戏 2017年,6.4,Gamers Trend,,3719,,,14,,
65061,?少女漫画あるある！?転校生は大体イケメン?,,DownTownApps,,36,,,1,,
65062,Monkey Kong Classic arcade,,margen,,18,,,1,,
65065,Scary Lion City Attack,,"Tap2Play, LLC (Ticker: TAPM)",,11,,,,,
65066,How well do you know me?,,DH3 Games,,24,,,,,
65070,Lunar Rescue Mission,,Top Secret Developments,,227,,,2,,
65073,Surprise Eggs for Kids,,Maniko LTN,,56,,,1,,
65074,转生副本,7.4,Nimblegames,,13202,,123,168,,
65075,全球海戰：紅色警報,7,EYOUGANE(KTW),,225,,,11,,
65076,Super Paw Robot Rescue Pups,,Cicinton,,2,,,,,
65077,Little Boy Ben Hero Shooter - 10 Adventure Maps,,gunix games,,31,,,1,,
65080,空海警戒-战舰航母模拟战争,7.5,fang Wang,,1108,,,20,,
65081,Waggle Words,,Vermont Digital Arts LLC,,,,,,,
65084,Ultimate Street Soccer 2017,,Big Smile,,64,,,,,
65085,老司机消消乐,,迅易工作室,,53,,,2,,
65086,One Shot Outlaw,8,Midnight Games,,5974,333,19,84,,
65088,大航海霸业,7.8,彩拓游戏,,211,7,,8,,
65089,战争之轮,7.6,广州多益网络股份有限公司,,,1343,17,70,,
65090,墟土之争,7,网易游戏,,,3157,2,31,,
65094,Bubble Fever Pop,,Free Bubble Shooter Games,,6,,,,,
65096,ゆるゆる劇場クラシック,,株式会社カエルパンダ,,,,,,,
65097,IS无限斯特拉托斯：Archetype Breaker,8.6,DMMGAMES,,13838,,103,192,,
65099,Idle Balls,,VOODOO,,1236,,,2,,
65100,Dunk Hit Basketball,,Sport Game World,,101,,,1,,
65101,拿L（挑战）,,FailedXperiments,,1,,,,,
65102,熊猫总动员：急速大作战,,Winner Games 2017,,14,,,1,,
65104,BTS DNA Piano,,Muduras,,231,,,4,,
65105,賽車：街頭狂野飆車，Free MMO racing game,,GreatSimple,,485,,,6,,
65106,LuckyBoy and PrettyGirl - Crystal Temple Maze,9.2,smanly mobi,,3972,,3,46,,
65107,賽車：極速漂移飆車，大型多人在綫競速賽車遊戲,,Infinite4Games,,134,,,1,,
65108,Combat Pixel Arena 3D Multiplayer,8.4,HotshotGames,,775,,,6,,
65109,巫师荣耀,,Magic Box Game,,10,,,,,
65111,Freekick Football EUROPA League 18,,Best Sport Games - Soccer,,21,,,,,
65112,永恒连锁,8,Jupit Inc.,,3539,,39,35,,
65114,炼金物语JP,9.5,"Asobimo, Inc.",,16821,,321,191,,
65115,Teria Saga,8.8,Netmarble Games,,7325,,64,93,,
65116,大富豪,,EFUN COMPANY LIMITED,,,297,1,1,,
65117,Last EpicJP,7.9,"KONGZHONG JP Co., Ltd.",,3041,,3,22,,
65118,"爆头ZD : 生存者vs僵尸, 最终的审判",7,NANOO COMPANY Inc.,,13487,,84,238,,
65122,Word Charm,,Casual Game Collection,,75,,,1,,
65123,时尚校园女孩 - 造型和化妆之友,,TabTale,,169,,,,,
65124,隔壁的神秘面紗,5.4,Percheg Games,,725,,3,14,,
65125,境界之诗,5.9,盛大游戏,,10538,6500,58,248,6922,
65126,Era of Arcania,,37GAMES,,618,,,6,,
65127,元气战姬学院（日服）,6.1,MorningTec Japan Inc.,,2116,,5,55,,
65128,Soul Guardians 2,8.9,"PICTOSOFT Co., LTD",,822,,,6,,
65129,阿瓦隆,,沈阳美嘉信息科技有限公司,,95,,,5,,
65130,剑道逍遥,5.2,霏凡工作室,,511,207,6,35,,
65131,凯蒂环球之旅,7.9,极光计划,,9724,,24,93,13046,
65133,英雄归来,7.8,神奇游戏,上海鸿澄信息科技有限公司,48161,,352,1075,84804,
65134,AKB48 舞台激斗2 战斗庆典日,8.5,"pokelabo, Inc.",,664,,3,12,,
65138,水管工人修理管道,,Chenyang Fan,,17,,,,,
65139,策略三国志游戏：热血的攻城国战,,Geaoury Zhou,,4,,,,,
65140,塔防战争游戏—TD策略塔防游戏单机版,,jianlong chen,,48,,,,,
65141,Dream City!,,Arcade Studios,,1,,,,,
65145,战国霸业：三国英雄指点三国英杰谋略天下,,Baoyi Jing,,2,,,,,
65147,Movie Trivia Schmoedown,,kristian harloff,,1,,,,,
65148,くるくる?回転美女パズル,,KYOUKO HAMADA,,65,,,1,,
65149,Escape Game Autumn,,nicolet,,3,,,1,,
65150,ユニバーサルスロットストリート,,Universal Entertainment Corporation,,29,,,,,
65151,脱出ゲーム ハロウィンホテルからの脱出,,"ACTKEY CO., LTD.",,11,,,,,
65152,Gleamer,,Emmet Morris,,,,,,,
65153,Nightmare F,,gon lee,,1,,,,,
65154,Maths Monkey’s Quest,,NSW Department of Education,,,,,,,
65155,Highway Drift Race,,Shayan Khan,,,,,,,
65156,Ninja Boxing Calculator,,PS it's our B.V.,,2,,,,,
65157,Special Tactics,,Beast Mode Games LLC,,6,,,2,,
65158,雄據三國,,Six Waves Inc.,,4,,,,,
65159,Logi,,Horacio Jimenez,,,,,,,
65161,にゃんこね,,AMUSEMENT MEDIA ACADEMY,,9,,,,,
65166,Frontline Counter Terrorist Best Shoot Game,,VOG Studios,,97,,,1,,
65167,NHL SuperCard 2K18: Online PVP Card Battle Game,,"2K, Inc.",,50,,,3,,
65170,Homemaker Rescue Game Best Escape Game 234,,Best Escape Game,,4,,,,,
65171,Escape Games Day-755,,Mirchi Escape Games,,1,,,,,
65172,刃無雙,,GameBoss黑馬數位,,175,,,5,,
65173,Warsmoke-MMO SLG Game,,PopPace Inc.,,40,,,3,,
65174,DOKDO,9,Zzoo,,20605,,64,144,,
65175,Cookie粉碎：新的3消游戏,,DzT. Match 3,,25,,,1,,
65176,脱出ゲームRetro Halloween,,いーちま珈琲堂,,5,,,,,
65177,动作砖破碎机,,ChocoCherry,,37,,,,,
65178,熊猫妈妈保护宝宝,,Magic Box Game,,1,,,,,
65182,绝地王者 - 勇士63,8.7,LQ-Game,,,188592,505,1164,,
65185,网球精英 3 - Hit Tennis 3,,Focused Apps LLC,,57,,,,,
65188,Taichi Panda 3: Dragon Hunter,,"Snail Games USA, Inc.",,44,,,1,,
65189,塔洛斯的法则,9,"GHI Media, LLC",,2809,,4,41,,
65190,元气战姬学院（日服）,6.1,MorningTec Japan Inc.,,2116,,5,55,,
65191,"Escape Game ""ELEVATOR""",,Yukihiro Hozumi,,2,,,,,
65192,杀戮天使,10,株式会社ドワンゴ,,21452,,50,602,,
65194,Dashy Dashers,,Appsolute Games LLC,,4,,,,,
65195,Kamisado,,Scorpius Forge GmbH,,1,,,,,
65197,RO仙境傳說：守護永恆的愛,9.2,"GRAVITY Co., Ltd.",,1930,,2,22,,
65198,Stickman Ragdoll Annihilation,,Hung Dang,,1,,,,,
65199,死亡日記2 - 經典末日求生遊戲,,"MOE MOBILE ENTERTAINMENT TECHNOLOGY CO., LTD.",,111,,3,4,,
65200,迷宫深处,,yimin wang,,35,,,3,,
65201,高登守衛隊 Golden Defenders,,siu chris,,4,,,,,
65203,英雄大暴走,5.2,北京强手网络科技有限公司,,161,76,,13,210,
65204,不笑的少女与异形的马戏团JP,10,SEEC inc.,,2580,,1,24,,
65205,君临臣下三国姬,4.8,深圳市创世互动科技有限公司,,880,331,5,28,1148,
65206,Beyond Oasis Classic,9.1,SEGA,,136,,,8,,
65207,境界之诗,5.9,盛大游戏,,10538,6500,58,248,6922,
65208,RO仙境傳說：守護永恆的愛之傾城之戰TW,7.1,"GRAVITY Co., Ltd.",,7057,,30,55,,
65209,链式车祸VS货机,7.3,3Dee Space,,1761,,,9,,
65210,3D Train Rush Simulator,,Daily Free  Games,,,,,,,
65211,执剑江湖,1.7,上海圣识网络科技有限公司,,248,8,7,29,455,
65212,Dune!,7.4,Voodoo,,27753,,27,102,,
65213,Sheep Goes Right,,James Gamble,,,,,,,
65215,Tazer Run,,Yogesh Chhawasaria,,5,,,,,
65216,星座! (Seeing Stars),,Blue Footed Newbie LLC,,6,,,,,
65217,人生大街 (Home Street),7.6,Supersolid,,10664,,12,85,,
65218,L Pop!,,"Jambav, Inc",,2,,,,,
65219,武林群侠传-高自由度武侠求生游戏,7.3,yonglin jin,,2348,,3,26,,
65221,机场大都市,,Domyung Kim,,116,,,,,
65222,跑酷城堡,,Twice Different,,92,,,4,,
65223,色彩战争Color Force,,互联星梦ISVR,,83,,2,1,,
65226,cmplt,,Philipp Stollenmayer,,43,,,3,,
65227,Block Puzzle Music : Listen Your Song Life,,ManComeFromSky,,2,,,,,
65228,Ninja Dive,,Sam Hardy,,,,,,,
65229,Blocksy: Aim & Shoot,,CLM Kozik Kasperski spolka jawna,,2,,,,,
65230,Undead Breakout,,Magitech Corporation,,2,,,,,
65231,火车大盗,,Rusty Moyher,,44,,,5,,
65232,The Quest - Hero of Lukomorye2,,"Vilya, BT.",,2,,,,,
65233,侠隐风云,4.5,广州火舞软件开发股份有限公司,,380,,14,15,118,
65234,Kavi Escape Game 258,,Kavi Games,,,,,,,
65235,Escape Games Day-756,,Mirchi Escape Games,,,,,,,
65237,精灵大夜战,8.2,锐升游戏,杭州锐升科技有限公司,1473,,33,36,2772,
65238,Cubic Street Soccer 3D,,CubeCube Sports,,392,,,1,,
65239,永生劫,7,掌族游戏,,807,,5,39,,
65240,间谍游戏,,Group MDX,,,58,,1,,
65241,功夫之拳,,钻子游戏,,274,,,4,,
65242,ARrived (AR God Simulation),,NIVAL INTERNATIONAL LIMITED,,12,,,,,
65243,聪明 汽车 司机：3D,,Nouman khan,,21,,,2,,
65247,阿卡迪亚,6.1,Koramgame,,932,,,10,,
65248,帝君之路-大型SLG策略游戏,,tengyun long,,96,,,4,,
65255,帝国史诗-全新升级,,Yang Li,,5,,,,,
65258,Infinite Pilots,,Pierre Stanislas,,,,,,,
65259,My Graphics,,Tom Kwong,,,,,,,
65261,Storm of Wars: Sacred Homeland,,OCOUS LLC,,2,,,1,,
65262,阿卡迪亚,6.1,Koramgame,,932,,,10,,
65263,Happy Halloween Rescue Game Best Escape Game 235,,Best Escape Game,,3,,,,,
65264,???,,new.f.o,,9,,,,,
65265,脱出ゲーム - 1Room -,,Yusuke Takeuchi,,4,,,,,
65266,EXO-Planet Elite,,"Jam City, Inc.",,56,,,3,,
65267,越野警察美国卡车运输模拟器,,Titan Game Productions,,1749,,2,4,,
65269,A Maze In Love: Puzzle Game,,Gleb Platonov,,3,,,,,
65271,堆积木AR,,Hendri Soerianto,,8,,,,,
65272,Last Circle,,Shudao Wang,,,,,,,
65273,烟火大唐-盛世绽放,,nanyu zhao,,1,,,,,
65274,Portal Storm AR,,Michael Higgs,,13,,,1,,
65277,天天不上班,9.1,北京鹏泰博兴科技有限公司,,21165,,87,1424,,
65278,Pony Girls Dress Up game for girls,,Karl LO Apps,,32,,,1,,
65279,Urban Hacker,,Naxeex Publishing,,408,,,3,,
65282,星靈紀元,4.4,592play+,,210,,2,6,,
65283,Panda Supermarket Manager,,winkypinky,,17,,,,,
65284,Fruit Festival,,Fun Match 3 Games,,3,,,,,
65285,Prize Machine Spinner Simulator,,Brothers Apps And Games,,222,,,1,,
65287,Mountain Sniper Shooting,6.9,Doing Studio,,2832,,2,39,,
65289,Impossible Whale Transport Truck Driving Tracks,,Gamatar,,165,,,,,
65290,Mahjong Mystery Adventure: Monster Mania,,Beautiful Free Mahjong Games by Difference Games,,1,,,,,
65291,西瓜射击游戏3D,,Tech 3D Games Studios,,89,,,1,,
65292,Cute Pup Escape,,Games2Jolly,,5,,,,,
65293,Can You Escape Wooden Restaurant,,Odd1 Apps,,6,,,1,,
65294,東方引張伝,9.6,青髪組,,171,,3,9,,
65295,脱出ゲーム - 1Room -,,Owl Soft,,24,,,1,,
65296,逃脱游戏：哥哥的吉他,,脱出おじさん,,27,,,1,,
65297,Super Ted  Adventure 2 (Jungle Adventure ),,64 Games,,57,,,,,
65298,にゃんこね,,AMUSEMENT MEDIA ACADEMY,,44,,,1,,
65299,Subway Minion Run Adventure,,Badusova Tchou,,7,,,,,
65300,我的女友是天使,9.4,Masukachi Inc.,,850,,2,15,,
65301,熊猫博士糖果工厂,,Dr. Panda,,331,,,3,,
65302,太空超人,,InterServ International Inc.,,41,,1,3,,
65303,Monster Mash Matching Game,,LKF Group,,3,,,,,
65304,Subway Robot Train Temple of Run,,Sugihwaras Dev,,2,,,,,
65305,Super Dragon Warrior Robot Transform Battle,,The Game Feast,,111,,,1,,
65307,动漫 爱情 故事 游戏,7.4,Webelinx Love Story Games,,2206,,1,15,,
65308,Fad Candy：Match 3,,limaomao6666@gmail.com,,2,,,,,
65309,Squadron - Galaxy Shooter,,ADM STUDIO JSC,,19,,,,,
65310,填色本 - Fidget Spinner,,Baca Baca Games,,38,,,1,,
65311,猫画家,9.1,waken,,665,,,11,,
65316,Munchkin Match,,Microfun Inc.,,3,,,,,
65318,决战吧！僵尸 （Dead Lands：AR zombies）,9,幻实科技,,3275,,21,53,,
